,main_folder,seed,sample,cif_path,chain_iptm,chain_pair_iptm,chain_pair_pae_min,chain_ptm,fraction_disordered,has_clash,iptm,ptm,ranking_score,pdb_path,pdockq,avg_ipae
1986,salcis14,33,3,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-33_sample-3/model.cif,"[0.32, 0.32]","[[0.38, 0.32], [0.32, 0.64]]","[[0.76, 18.42], [17.41, 0.76]]","[0.38, 0.64]",0.04,0.0,0.32,0.38,0.36,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-33_sample-3/model.pdb,0.07999654443740942,17.915
1987,salcis14,44,4,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-44_sample-4/model.cif,"[0.15, 0.15]","[[0.38, 0.15], [0.15, 0.63]]","[[0.76, 29.95], [28.8, 0.76]]","[0.38, 0.63]",0.04,0.0,0.15,0.36,0.21,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-44_sample-4/model.pdb,0.07562059254097356,29.375
1988,salcis14,44,3,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-44_sample-3/model.cif,"[0.16, 0.16]","[[0.39, 0.16], [0.16, 0.63]]","[[0.76, 27.52], [24.76, 0.76]]","[0.39, 0.63]",0.04,0.0,0.16,0.37,0.23,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-44_sample-3/model.pdb,0.11313940346186764,26.14
1989,salcis14,33,2,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-33_sample-2/model.cif,"[0.17, 0.17]","[[0.39, 0.17], [0.17, 0.63]]","[[0.76, 26.31], [24.09, 0.76]]","[0.39, 0.63]",0.04,0.0,0.17,0.37,0.23,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-33_sample-2/model.pdb,0.10574833223614576,25.2
1990,salcis14,44,2,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-44_sample-2/model.cif,"[0.14, 0.14]","[[0.38, 0.14], [0.14, 0.64]]","[[0.76, 30.51], [29.47, 0.76]]","[0.38, 0.64]",0.05,0.0,0.14,0.36,0.22,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-44_sample-2/model.pdb,0.03198347897986481,29.990000000000002
1991,salcis14,10,2,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-10_sample-2/model.cif,"[0.14, 0.14]","[[0.39, 0.14], [0.14, 0.63]]","[[0.76, 30.38], [29.72, 0.76]]","[0.39, 0.63]",0.04,0.0,0.14,0.37,0.21,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-10_sample-2/model.pdb,0.021262150574675925,30.049999999999997
1992,salcis14,83,2,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-83_sample-2/model.cif,"[0.15, 0.15]","[[0.39, 0.15], [0.15, 0.64]]","[[0.76, 29.54], [29.47, 0.76]]","[0.39, 0.64]",0.05,0.0,0.15,0.37,0.22,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-83_sample-2/model.pdb,0.024523481593416913,29.505
1993,salcis14,83,3,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-83_sample-3/model.cif,"[0.15, 0.15]","[[0.39, 0.15], [0.15, 0.63]]","[[0.76, 29.65], [29.11, 0.76]]","[0.39, 0.63]",0.06,0.0,0.15,0.37,0.22,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-83_sample-3/model.pdb,0.02840860793295906,29.38
1994,salcis14,10,4,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-10_sample-4/model.cif,"[0.16, 0.16]","[[0.39, 0.16], [0.16, 0.63]]","[[0.76, 28.39], [26.99, 0.76]]","[0.39, 0.63]",0.04,0.0,0.16,0.37,0.23,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-10_sample-4/model.pdb,0.03782437190270501,27.689999999999998
1995,salcis14,83,4,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-83_sample-4/model.cif,"[0.21, 0.21]","[[0.39, 0.21], [0.21, 0.63]]","[[0.76, 24.2], [23.2, 0.76]]","[0.39, 0.63]",0.05,0.0,0.21,0.37,0.27,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-83_sample-4/model.pdb,0.11106728549342777,23.7
1996,salcis14,10,3,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-10_sample-3/model.cif,"[0.15, 0.15]","[[0.37, 0.15], [0.15, 0.61]]","[[0.76, 29.8], [28.82, 0.76]]","[0.37, 0.61]",0.04,0.0,0.15,0.36,0.21,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-10_sample-3/model.pdb,0.28033033941266616,29.310000000000002
1997,salcis14,61,2,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-61_sample-2/model.cif,"[0.15, 0.15]","[[0.38, 0.15], [0.15, 0.65]]","[[0.76, 28.83], [27.93, 0.76]]","[0.38, 0.65]",0.03,0.0,0.15,0.36,0.2,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-61_sample-2/model.pdb,0.07358886026027402,28.38
1998,salcis14,61,3,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-61_sample-3/model.cif,"[0.15, 0.15]","[[0.39, 0.15], [0.15, 0.64]]","[[0.76, 28.04], [27.92, 0.76]]","[0.39, 0.64]",0.04,0.0,0.15,0.37,0.21,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-61_sample-3/model.pdb,0.1570025132275358,27.98
1999,salcis14,61,4,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-61_sample-4/model.cif,"[0.19, 0.19]","[[0.37, 0.19], [0.19, 0.64]]","[[0.76, 25.54], [24.82, 0.76]]","[0.37, 0.64]",0.05,0.0,0.19,0.36,0.25,./SalCIS14/output/SalCIS14_SalCIS16A/salcis14/seed-61_sample-4/model.pdb,0.09679348702588872,25.18
2000,salcis14,44,0,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-0/model.cif,"[0.17, 0.17]","[[0.4, 0.17], [0.17, 0.64]]","[[0.76, 27.23], [28.05, 0.76]]","[0.4, 0.64]",0.02,0.0,0.17,0.39,0.23,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-0/model.pdb,0.22517093070799207,27.64
2001,salcis14,33,0,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-0/model.cif,"[0.22, 0.22]","[[0.39, 0.22], [0.22, 0.67]]","[[0.76, 24.97], [24.97, 0.76]]","[0.39, 0.67]",0.07,0.0,0.22,0.38,0.29,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-0/model.pdb,0.17803153203993222,24.97
2002,salcis14,44,1,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-1/model.cif,"[0.18, 0.18]","[[0.4, 0.18], [0.18, 0.62]]","[[0.76, 26.77], [27.11, 0.76]]","[0.4, 0.62]",0.03,0.0,0.18,0.38,0.24,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-1/model.pdb,0.3057889142496097,26.939999999999998
2003,salcis14,33,1,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-1/model.cif,"[0.19, 0.19]","[[0.39, 0.19], [0.19, 0.66]]","[[0.76, 24.93], [26.43, 0.76]]","[0.39, 0.66]",0.04,0.0,0.19,0.38,0.25,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-1/model.pdb,0.1629321126173665,25.68
2004,salcis14,83,1,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-1/model.cif,"[0.19, 0.19]","[[0.4, 0.19], [0.19, 0.62]]","[[0.76, 26.25], [27.69, 0.76]]","[0.4, 0.62]",0.03,0.0,0.19,0.39,0.24,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-1/model.pdb,0.29282061091711986,26.97
2005,salcis14,10,1,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-1/model.cif,"[0.19, 0.19]","[[0.41, 0.19], [0.19, 0.64]]","[[0.76, 25.84], [26.55, 0.76]]","[0.41, 0.64]",0.04,0.0,0.19,0.4,0.25,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-1/model.pdb,0.2576490686146875,26.195
2006,salcis14,10,0,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-0/model.cif,"[0.24, 0.24]","[[0.4, 0.24], [0.24, 0.66]]","[[0.76, 23.38], [23.88, 0.76]]","[0.4, 0.66]",0.03,0.0,0.24,0.39,0.29,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-0/model.pdb,0.16343326454612034,23.63
2007,salcis14,83,0,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-0/model.cif,"[0.18, 0.18]","[[0.4, 0.18], [0.18, 0.64]]","[[0.76, 26.28], [27.61, 0.76]]","[0.4, 0.64]",0.02,0.0,0.18,0.39,0.23,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-0/model.pdb,0.04385760447338724,26.945
2008,salcis14,61,1,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-1/model.cif,"[0.19, 0.19]","[[0.39, 0.19], [0.19, 0.66]]","[[0.76, 24.92], [26.56, 0.76]]","[0.39, 0.66]",0.02,0.0,0.19,0.38,0.24,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-1/model.pdb,0.053730991541089124,25.740000000000002
2009,salcis14,61,0,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-0/model.cif,"[0.23, 0.23]","[[0.39, 0.23], [0.23, 0.65]]","[[0.76, 23.15], [24.62, 0.76]]","[0.39, 0.65]",0.02,0.0,0.23,0.39,0.27,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-0/model.pdb,0.18698647082730802,23.884999999999998
2010,salcis14,33,4,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-4/model.cif,"[0.18, 0.18]","[[0.39, 0.18], [0.18, 0.68]]","[[0.76, 26.26], [27.32, 0.76]]","[0.39, 0.68]",0.04,0.0,0.18,0.38,0.24,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-4/model.pdb,0.029484494091125378,26.79
2011,salcis14,33,3,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-3/model.cif,"[0.17, 0.17]","[[0.39, 0.17], [0.17, 0.65]]","[[0.76, 27.78], [27.46, 0.76]]","[0.39, 0.65]",0.04,0.0,0.17,0.38,0.23,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-3/model.pdb,0.2057012882646391,27.62
2012,salcis14,44,4,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-4/model.cif,"[0.17, 0.17]","[[0.39, 0.17], [0.17, 0.66]]","[[0.76, 26.84], [27.63, 0.76]]","[0.39, 0.66]",0.03,0.0,0.17,0.38,0.23,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-4/model.pdb,0.018258893561979524,27.235
2013,salcis14,44,3,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-3/model.cif,"[0.17, 0.17]","[[0.39, 0.17], [0.17, 0.65]]","[[0.76, 27.23], [28.03, 0.76]]","[0.39, 0.65]",0.03,0.0,0.17,0.38,0.23,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-3/model.pdb,0.26697998382023264,27.630000000000003
2014,salcis14,33,2,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-2/model.cif,"[0.25, 0.25]","[[0.39, 0.25], [0.25, 0.67]]","[[0.76, 22.2], [24.74, 0.76]]","[0.39, 0.67]",0.07,0.0,0.25,0.39,0.31,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-33_sample-2/model.pdb,0.06935446886925885,23.47
2015,salcis14,44,2,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-2/model.cif,"[0.24, 0.24]","[[0.39, 0.24], [0.24, 0.66]]","[[0.76, 23.83], [24.64, 0.76]]","[0.39, 0.66]",0.02,0.0,0.24,0.39,0.28,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-44_sample-2/model.pdb,0.31978620691389065,24.235
2016,salcis14,10,2,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-2/model.cif,"[0.24, 0.24]","[[0.4, 0.24], [0.24, 0.66]]","[[0.76, 23.23], [23.78, 0.76]]","[0.4, 0.66]",0.03,0.0,0.24,0.39,0.29,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-2/model.pdb,0.2859723830548526,23.505000000000003
2017,salcis14,83,2,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-2/model.cif,"[0.17, 0.17]","[[0.39, 0.17], [0.17, 0.63]]","[[0.76, 28.05], [28.13, 0.76]]","[0.39, 0.63]",0.03,0.0,0.17,0.38,0.22,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-2/model.pdb,0.24165192363448393,28.09
2018,salcis14,83,3,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-3/model.cif,"[0.19, 0.19]","[[0.4, 0.19], [0.19, 0.63]]","[[0.76, 24.66], [26.58, 0.76]]","[0.4, 0.63]",0.02,0.0,0.19,0.39,0.24,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-3/model.pdb,0.16714431581759145,25.619999999999997
2019,salcis14,10,4,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-4/model.cif,"[0.23, 0.23]","[[0.4, 0.23], [0.23, 0.66]]","[[0.76, 23.4], [25.07, 0.76]]","[0.4, 0.66]",0.03,0.0,0.23,0.39,0.28,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-4/model.pdb,0.10315419693890973,24.235
2020,salcis14,83,4,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-4/model.cif,"[0.25, 0.25]","[[0.4, 0.25], [0.25, 0.65]]","[[0.76, 22.45], [23.68, 0.76]]","[0.4, 0.65]",0.02,0.0,0.25,0.39,0.29,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-83_sample-4/model.pdb,0.0955564528756332,23.064999999999998
2021,salcis14,10,3,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-3/model.cif,"[0.2, 0.2]","[[0.4, 0.2], [0.2, 0.65]]","[[0.76, 25.39], [26.78, 0.76]]","[0.4, 0.65]",0.03,0.0,0.2,0.39,0.25,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-10_sample-3/model.pdb,0.14778939984617986,26.085
2022,salcis14,61,2,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-2/model.cif,"[0.19, 0.19]","[[0.39, 0.19], [0.19, 0.63]]","[[0.76, 26.15], [26.51, 0.76]]","[0.39, 0.63]",0.03,0.0,0.19,0.38,0.24,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-2/model.pdb,0.41397032098806336,26.33
2023,salcis14,61,3,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-3/model.cif,"[0.23, 0.23]","[[0.4, 0.23], [0.23, 0.64]]","[[0.76, 23.36], [24.78, 0.76]]","[0.4, 0.64]",0.03,0.0,0.23,0.39,0.28,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-3/model.pdb,0.27590232026801764,24.07
2024,salcis14,61,4,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-4/model.cif,"[0.19, 0.19]","[[0.4, 0.19], [0.19, 0.66]]","[[0.76, 26.0], [27.36, 0.76]]","[0.4, 0.66]",0.03,0.0,0.19,0.39,0.24,./SalCIS14/output/SalCIS14_SalCIS10/salcis14/seed-61_sample-4/model.pdb,0.020608751094583846,26.68
2025,salcis14,44,0,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-0/model.cif,"[0.19, 0.19]","[[0.38, 0.19], [0.19, 0.56]]","[[0.76, 22.93], [22.52, 0.76]]","[0.38, 0.56]",0.09,0.0,0.19,0.36,0.27,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-0/model.pdb,0.25657899437883047,22.725
2026,salcis14,33,0,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-0/model.cif,"[0.21, 0.21]","[[0.41, 0.21], [0.21, 0.56]]","[[0.76, 21.81], [22.03, 0.76]]","[0.41, 0.56]",0.09,0.0,0.21,0.35,0.29,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-0/model.pdb,0.2329706835981424,21.92
2027,salcis14,44,1,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-1/model.cif,"[0.2, 0.2]","[[0.38, 0.2], [0.2, 0.56]]","[[0.76, 21.48], [23.25, 0.76]]","[0.38, 0.56]",0.09,0.0,0.2,0.36,0.27,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-1/model.pdb,0.26616819625523286,22.365000000000002
2028,salcis14,33,1,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-1/model.cif,"[0.2, 0.2]","[[0.41, 0.2], [0.2, 0.55]]","[[0.76, 22.68], [23.57, 0.76]]","[0.41, 0.55]",0.09,0.0,0.2,0.36,0.28,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-1/model.pdb,0.2386314701440608,23.125
2029,salcis14,83,1,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-1/model.cif,"[0.25, 0.25]","[[0.38, 0.25], [0.25, 0.56]]","[[0.76, 17.56], [17.67, 0.76]]","[0.38, 0.56]",0.08,0.0,0.25,0.38,0.32,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-1/model.pdb,0.21658625548977806,17.615000000000002
2030,salcis14,10,1,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-1/model.cif,"[0.18, 0.18]","[[0.41, 0.18], [0.18, 0.56]]","[[0.76, 29.35], [28.06, 0.76]]","[0.41, 0.56]",0.08,0.0,0.18,0.36,0.26,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-1/model.pdb,0.17532955703180217,28.705
2031,salcis14,10,0,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-0/model.cif,"[0.24, 0.24]","[[0.4, 0.24], [0.24, 0.57]]","[[0.76, 17.41], [17.54, 0.76]]","[0.4, 0.57]",0.1,0.0,0.24,0.36,0.31,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-0/model.pdb,0.1564999452653491,17.475
2032,salcis14,83,0,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-0/model.cif,"[0.21, 0.21]","[[0.37, 0.21], [0.21, 0.56]]","[[0.76, 23.66], [21.48, 0.76]]","[0.37, 0.56]",0.1,0.0,0.21,0.37,0.29,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-0/model.pdb,0.3358006248930528,22.57
2033,salcis14,61,1,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-1/model.cif,"[0.23, 0.23]","[[0.39, 0.23], [0.23, 0.56]]","[[0.76, 19.58], [20.47, 0.76]]","[0.39, 0.56]",0.09,0.0,0.23,0.36,0.3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-1/model.pdb,0.1311560943274247,20.025
2034,salcis14,61,0,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-0/model.cif,"[0.23, 0.23]","[[0.39, 0.23], [0.23, 0.56]]","[[0.76, 18.02], [19.2, 0.76]]","[0.39, 0.56]",0.08,0.0,0.23,0.36,0.3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-0/model.pdb,0.19296159583043557,18.61
2035,salcis14,33,4,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-4/model.cif,"[0.18, 0.18]","[[0.41, 0.18], [0.18, 0.56]]","[[0.76, 28.73], [27.2, 0.76]]","[0.41, 0.56]",0.09,0.0,0.18,0.36,0.26,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-4/model.pdb,0.16595726547083223,27.965
2036,salcis14,33,3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-3/model.cif,"[0.21, 0.21]","[[0.41, 0.21], [0.21, 0.56]]","[[0.76, 21.1], [21.13, 0.76]]","[0.41, 0.56]",0.1,0.0,0.21,0.36,0.29,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-3/model.pdb,0.2749115724593612,21.115000000000002
2037,salcis14,44,4,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-4/model.cif,"[0.18, 0.18]","[[0.38, 0.18], [0.18, 0.55]]","[[0.76, 25.74], [24.98, 0.76]]","[0.38, 0.55]",0.08,0.0,0.18,0.35,0.26,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-4/model.pdb,0.1201736388561091,25.36
2038,salcis14,44,3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-3/model.cif,"[0.2, 0.2]","[[0.38, 0.2], [0.2, 0.55]]","[[0.76, 21.88], [22.7, 0.76]]","[0.38, 0.55]",0.09,0.0,0.2,0.36,0.27,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-3/model.pdb,0.10672868624359778,22.29
2039,salcis14,33,2,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-2/model.cif,"[0.19, 0.19]","[[0.41, 0.19], [0.19, 0.56]]","[[0.76, 22.32], [21.36, 0.76]]","[0.41, 0.56]",0.1,0.0,0.19,0.36,0.28,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-33_sample-2/model.pdb,0.28471630220038024,21.84
2040,salcis14,44,2,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-2/model.cif,"[0.18, 0.18]","[[0.39, 0.18], [0.18, 0.56]]","[[0.76, 29.42], [29.79, 0.76]]","[0.39, 0.56]",0.09,0.0,0.18,0.36,0.26,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-44_sample-2/model.pdb,0.24968433398826906,29.605
2041,salcis14,10,2,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-2/model.cif,"[0.22, 0.22]","[[0.4, 0.22], [0.22, 0.56]]","[[0.76, 18.38], [19.34, 0.76]]","[0.4, 0.56]",0.07,0.0,0.22,0.36,0.28,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-2/model.pdb,0.22174973182766652,18.86
2042,salcis14,83,2,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-2/model.cif,"[0.25, 0.25]","[[0.37, 0.25], [0.25, 0.57]]","[[0.76, 17.79], [17.5, 0.76]]","[0.37, 0.57]",0.08,0.0,0.25,0.38,0.32,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-2/model.pdb,0.2053807738226229,17.645
2043,salcis14,83,3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-3/model.cif,"[0.21, 0.21]","[[0.38, 0.21], [0.21, 0.56]]","[[0.76, 19.62], [20.17, 0.76]]","[0.38, 0.56]",0.09,0.0,0.21,0.36,0.29,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-3/model.pdb,0.33928873361383965,19.895000000000003
2044,salcis14,10,4,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-4/model.cif,"[0.24, 0.24]","[[0.4, 0.24], [0.24, 0.56]]","[[0.76, 18.13], [18.59, 0.76]]","[0.4, 0.56]",0.09,0.0,0.24,0.36,0.31,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-4/model.pdb,0.22567669348636032,18.36
2045,salcis14,83,4,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-4/model.cif,"[0.21, 0.21]","[[0.38, 0.21], [0.21, 0.56]]","[[0.76, 20.07], [20.97, 0.76]]","[0.38, 0.56]",0.08,0.0,0.21,0.36,0.27,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-83_sample-4/model.pdb,0.2204950439723243,20.52
2046,salcis14,10,3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-3/model.cif,"[0.23, 0.23]","[[0.4, 0.23], [0.23, 0.56]]","[[0.76, 18.97], [19.25, 0.76]]","[0.4, 0.56]",0.1,0.0,0.23,0.36,0.3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-10_sample-3/model.pdb,0.21415335544163236,19.11
2047,salcis14,61,2,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-2/model.cif,"[0.24, 0.24]","[[0.38, 0.24], [0.24, 0.56]]","[[0.76, 17.87], [19.08, 0.76]]","[0.38, 0.56]",0.09,0.0,0.24,0.36,0.3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-2/model.pdb,0.2482131636389381,18.475
2048,salcis14,61,3,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-3/model.cif,"[0.2, 0.2]","[[0.39, 0.2], [0.2, 0.56]]","[[0.76, 24.27], [23.03, 0.76]]","[0.39, 0.56]",0.09,0.0,0.2,0.36,0.27,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-3/model.pdb,0.10564808273143315,23.65
2049,salcis14,61,4,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-4/model.cif,"[0.19, 0.19]","[[0.39, 0.19], [0.19, 0.56]]","[[0.76, 24.78], [24.08, 0.76]]","[0.39, 0.56]",0.09,0.0,0.19,0.36,0.27,./SalCIS14/output/SalCIS14_SalCIS19/salcis14/seed-61_sample-4/model.pdb,0.2465388192613909,24.43
2050,salcis14,44,0,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-44_sample-0/model.cif,"[0.19, 0.19]","[[0.41, 0.19], [0.19, 0.47]]","[[0.76, 23.94], [21.8, 0.76]]","[0.41, 0.47]",0.06,0.0,0.19,0.39,0.26,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-44_sample-0/model.pdb,0.16535306647380602,22.87
2051,salcis14,33,0,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-33_sample-0/model.cif,"[0.19, 0.19]","[[0.41, 0.19], [0.19, 0.5]]","[[0.76, 25.37], [25.51, 0.76]]","[0.41, 0.5]",0.05,0.0,0.19,0.4,0.25,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-33_sample-0/model.pdb,0.15780574186384577,25.44
2052,salcis14,44,1,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-44_sample-1/model.cif,"[0.19, 0.19]","[[0.41, 0.19], [0.19, 0.46]]","[[0.76, 25.56], [23.89, 0.76]]","[0.41, 0.46]",0.05,0.0,0.19,0.39,0.25,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-44_sample-1/model.pdb,0.16165778550192908,24.725
2053,salcis14,33,1,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-33_sample-1/model.cif,"[0.19, 0.19]","[[0.41, 0.19], [0.19, 0.49]]","[[0.76, 21.39], [21.2, 0.76]]","[0.41, 0.49]",0.04,0.0,0.19,0.4,0.25,./SalCIS14/output/SalCIS14_SalCIS21/salcis14/seed-33_sample-1/model.pdb,0.08817790629193502,21.295
